file,shape,dtype,ndim,min,max,mean,std,error
data\official\train\__MACOSX\train\GT\._001248.npy,ERROR,ERROR,-1,0.0,0.0,0.0,0.0,This file contains pickled (object) data. If you trust the file you can load it unsafely using the `allow_pickle=` keyword argument or `pickle.load()`.
data\official\train\__MACOSX\train\GT\._001249.npy,ERROR,ERROR,-1,0.0,0.0,0.0,0.0,This file contains pickled (object) data. If you trust the file you can load it unsafely using the `allow_pickle=` keyword argument or `pickle.load()`.
data\official\train\__MACOSX\train\GT\._001250.npy,ERROR,ERROR,-1,0.0,0.0,0.0,0.0,This file contains pickled (object) data. If you trust the file you can load it unsafely using the `allow_pickle=` keyword argument or `pickle.load()`.
data\official\train\__MACOSX\train\GT\._001251.npy,ERROR,ERROR,-1,0.0,0.0,0.0,0.0,This file contains pickled (object) data. If you trust the file you can load it unsafely using the `allow_pickle=` keyword argument or `pickle.load()`.
data\official\train\__MACOSX\train\GT\._001252.npy,ERROR,ERROR,-1,0.0,0.0,0.0,0.0,This file contains pickled (object) data. If you trust the file you can load it unsafely using the `allow_pickle=` keyword argument or `pickle.load()`.
data\official\train\__MACOSX\train\GT\._001253.npy,ERROR,ERROR,-1,0.0,0.0,0.0,0.0,This file contains pickled (object) data. If you trust the file you can load it unsafely using the `allow_pickle=` keyword argument or `pickle.load()`.
data\official\train\__MACOSX\train\GT\._001254.npy,ERROR,ERROR,-1,0.0,0.0,0.0,0.0,This file contains pickled (object) data. If you trust the file you can load it unsafely using the `allow_pickle=` keyword argument or `pickle.load()`.
data\official\train\__MACOSX\train\GT\._001255.npy,ERROR,ERROR,-1,0.0,0.0,0.0,0.0,This file contains pickled (object) data. If you trust the file you can load it unsafely using the `allow_pickle=` keyword argument or `pickle.load()`.
data\official\train\__MACOSX\train\GT\._001256.npy,ERROR,ERROR,-1,0.0,0.0,0.0,0.0,This file contains pickled (object) data. If you trust the file you can load it unsafely using the `allow_pickle=` keyword argument or `pickle.load()`.
data\official\train\__MACOSX\train\GT\._001257.npy,ERROR,ERROR,-1,0.0,0.0,0.0,0.0,This file contains pickled (object) data. If you trust the file you can load it unsafely using the `allow_pickle=` keyword argument or `pickle.load()`.
data\official\train\__MACOSX\train\GT\._001258.npy,ERROR,ERROR,-1,0.0,0.0,0.0,0.0,This file contains pickled (object) data. If you trust the file you can load it unsafely using the `allow_pickle=` keyword argument or `pickle.load()`.
data\official\train\__MACOSX\train\GT\._001259.npy,ERROR,ERROR,-1,0.0,0.0,0.0,0.0,This file contains pickled (object) data. If you trust the file you can load it unsafely using the `allow_pickle=` keyword argument or `pickle.load()`.
data\official\train\__MACOSX\train\GT\._001260.npy,ERROR,ERROR,-1,0.0,0.0,0.0,0.0,This file contains pickled (object) data. If you trust the file you can load it unsafely using the `allow_pickle=` keyword argument or `pickle.load()`.
data\official\train\__MACOSX\train\GT\._001261.npy,ERROR,ERROR,-1,0.0,0.0,0.0,0.0,This file contains pickled (object) data. If you trust the file you can load it unsafely using the `allow_pickle=` keyword argument or `pickle.load()`.
data\official\train\__MACOSX\train\GT\._001262.npy,ERROR,ERROR,-1,0.0,0.0,0.0,0.0,This file contains pickled (object) data. If you trust the file you can load it unsafely using the `allow_pickle=` keyword argument or `pickle.load()`.
data\official\train\__MACOSX\train\GT\._001263.npy,ERROR,ERROR,-1,0.0,0.0,0.0,0.0,This file contains pickled (object) data. If you trust the file you can load it unsafely using the `allow_pickle=` keyword argument or `pickle.load()`.
data\official\train\__MACOSX\train\GT\._001264.npy,ERROR,ERROR,-1,0.0,0.0,0.0,0.0,This file contains pickled (object) data. If you trust the file you can load it unsafely using the `allow_pickle=` keyword argument or `pickle.load()`.
data\official\train\__MACOSX\train\GT\._001265.npy,ERROR,ERROR,-1,0.0,0.0,0.0,0.0,This file contains pickled (object) data. If you trust the file you can load it unsafely using the `allow_pickle=` keyword argument or `pickle.load()`.
data\official\train\__MACOSX\train\GT\._001266.npy,ERROR,ERROR,-1,0.0,0.0,0.0,0.0,This file contains pickled (object) data. If you trust the file you can load it unsafely using the `allow_pickle=` keyword argument or `pickle.load()`.
data\official\train\__MACOSX\train\GT\._001267.npy,ERROR,ERROR,-1,0.0,0.0,0.0,0.0,This file contains pickled (object) data. If you trust the file you can load it unsafely using the `allow_pickle=` keyword argument or `pickle.load()`.
data\official\train\__MACOSX\train\GT\._001268.npy,ERROR,ERROR,-1,0.0,0.0,0.0,0.0,This file contains pickled (object) data. If you trust the file you can load it unsafely using the `allow_pickle=` keyword argument or `pickle.load()`.
data\official\train\__MACOSX\train\GT\._001269.npy,ERROR,ERROR,-1,0.0,0.0,0.0,0.0,This file contains pickled (object) data. If you trust the file you can load it unsafely using the `allow_pickle=` keyword argument or `pickle.load()`.
data\official\train\__MACOSX\train\GT\._001270.npy,ERROR,ERROR,-1,0.0,0.0,0.0,0.0,This file contains pickled (object) data. If you trust the file you can load it unsafely using the `allow_pickle=` keyword argument or `pickle.load()`.
data\official\train\__MACOSX\train\GT\._001271.npy,ERROR,ERROR,-1,0.0,0.0,0.0,0.0,This file contains pickled (object) data. If you trust the file you can load it unsafely using the `allow_pickle=` keyword argument or `pickle.load()`.
data\official\train\__MACOSX\train\GT\._001272.npy,ERROR,ERROR,-1,0.0,0.0,0.0,0.0,This file contains pickled (object) data. If you trust the file you can load it unsafely using the `allow_pickle=` keyword argument or `pickle.load()`.
data\official\train\__MACOSX\train\GT\._001273.npy,ERROR,ERROR,-1,0.0,0.0,0.0,0.0,This file contains pickled (object) data. If you trust the file you can load it unsafely using the `allow_pickle=` keyword argument or `pickle.load()`.
data\official\train\__MACOSX\train\GT\._001274.npy,ERROR,ERROR,-1,0.0,0.0,0.0,0.0,This file contains pickled (object) data. If you trust the file you can load it unsafely using the `allow_pickle=` keyword argument or `pickle.load()`.
data\official\train\__MACOSX\train\GT\._001275.npy,ERROR,ERROR,-1,0.0,0.0,0.0,0.0,This file contains pickled (object) data. If you trust the file you can load it unsafely using the `allow_pickle=` keyword argument or `pickle.load()`.
data\official\train\__MACOSX\train\GT\._001276.npy,ERROR,ERROR,-1,0.0,0.0,0.0,0.0,This file contains pickled (object) data. If you trust the file you can load it unsafely using the `allow_pickle=` keyword argument or `pickle.load()`.
data\official\train\__MACOSX\train\GT\._001277.npy,ERROR,ERROR,-1,0.0,0.0,0.0,0.0,This file contains pickled (object) data. If you trust the file you can load it unsafely using the `allow_pickle=` keyword argument or `pickle.load()`.
data\official\train\__MACOSX\train\GT\._001278.npy,ERROR,ERROR,-1,0.0,0.0,0.0,0.0,This file contains pickled (object) data. If you trust the file you can load it unsafely using the `allow_pickle=` keyword argument or `pickle.load()`.
data\official\train\__MACOSX\train\GT\._001279.npy,ERROR,ERROR,-1,0.0,0.0,0.0,0.0,This file contains pickled (object) data. If you trust the file you can load it unsafely using the `allow_pickle=` keyword argument or `pickle.load()`.
data\official\train\__MACOSX\train\GT\._001280.npy,ERROR,ERROR,-1,0.0,0.0,0.0,0.0,This file contains pickled (object) data. If you trust the file you can load it unsafely using the `allow_pickle=` keyword argument or `pickle.load()`.
data\official\train\__MACOSX\train\GT\._001281.npy,ERROR,ERROR,-1,0.0,0.0,0.0,0.0,This file contains pickled (object) data. If you trust the file you can load it unsafely using the `allow_pickle=` keyword argument or `pickle.load()`.
data\official\train\__MACOSX\train\GT\._001282.npy,ERROR,ERROR,-1,0.0,0.0,0.0,0.0,This file contains pickled (object) data. If you trust the file you can load it unsafely using the `allow_pickle=` keyword argument or `pickle.load()`.
data\official\train\__MACOSX\train\GT\._001283.npy,ERROR,ERROR,-1,0.0,0.0,0.0,0.0,This file contains pickled (object) data. If you trust the file you can load it unsafely using the `allow_pickle=` keyword argument or `pickle.load()`.
data\official\train\__MACOSX\train\GT\._001284.npy,ERROR,ERROR,-1,0.0,0.0,0.0,0.0,This file contains pickled (object) data. If you trust the file you can load it unsafely using the `allow_pickle=` keyword argument or `pickle.load()`.
data\official\train\__MACOSX\train\GT\._001285.npy,ERROR,ERROR,-1,0.0,0.0,0.0,0.0,This file contains pickled (object) data. If you trust the file you can load it unsafely using the `allow_pickle=` keyword argument or `pickle.load()`.
data\official\train\__MACOSX\train\GT\._001286.npy,ERROR,ERROR,-1,0.0,0.0,0.0,0.0,This file contains pickled (object) data. If you trust the file you can load it unsafely using the `allow_pickle=` keyword argument or `pickle.load()`.
data\official\train\__MACOSX\train\GT\._001287.npy,ERROR,ERROR,-1,0.0,0.0,0.0,0.0,This file contains pickled (object) data. If you trust the file you can load it unsafely using the `allow_pickle=` keyword argument or `pickle.load()`.
data\official\train\__MACOSX\train\GT\._001288.npy,ERROR,ERROR,-1,0.0,0.0,0.0,0.0,This file contains pickled (object) data. If you trust the file you can load it unsafely using the `allow_pickle=` keyword argument or `pickle.load()`.
data\official\train\__MACOSX\train\GT\._001289.npy,ERROR,ERROR,-1,0.0,0.0,0.0,0.0,This file contains pickled (object) data. If you trust the file you can load it unsafely using the `allow_pickle=` keyword argument or `pickle.load()`.
data\official\train\__MACOSX\train\GT\._001290.npy,ERROR,ERROR,-1,0.0,0.0,0.0,0.0,This file contains pickled (object) data. If you trust the file you can load it unsafely using the `allow_pickle=` keyword argument or `pickle.load()`.
data\official\train\__MACOSX\train\GT\._001291.npy,ERROR,ERROR,-1,0.0,0.0,0.0,0.0,This file contains pickled (object) data. If you trust the file you can load it unsafely using the `allow_pickle=` keyword argument or `pickle.load()`.
data\official\train\__MACOSX\train\GT\._001292.npy,ERROR,ERROR,-1,0.0,0.0,0.0,0.0,This file contains pickled (object) data. If you trust the file you can load it unsafely using the `allow_pickle=` keyword argument or `pickle.load()`.
data\official\train\__MACOSX\train\GT\._001293.npy,ERROR,ERROR,-1,0.0,0.0,0.0,0.0,This file contains pickled (object) data. If you trust the file you can load it unsafely using the `allow_pickle=` keyword argument or `pickle.load()`.
data\official\train\__MACOSX\train\GT\._001294.npy,ERROR,ERROR,-1,0.0,0.0,0.0,0.0,This file contains pickled (object) data. If you trust the file you can load it unsafely using the `allow_pickle=` keyword argument or `pickle.load()`.
data\official\train\__MACOSX\train\GT\._001295.npy,ERROR,ERROR,-1,0.0,0.0,0.0,0.0,This file contains pickled (object) data. If you trust the file you can load it unsafely using the `allow_pickle=` keyword argument or `pickle.load()`.
data\official\train\__MACOSX\train\GT\._001296.npy,ERROR,ERROR,-1,0.0,0.0,0.0,0.0,This file contains pickled (object) data. If you trust the file you can load it unsafely using the `allow_pickle=` keyword argument or `pickle.load()`.
data\official\train\__MACOSX\train\GT\._001297.npy,ERROR,ERROR,-1,0.0,0.0,0.0,0.0,This file contains pickled (object) data. If you trust the file you can load it unsafely using the `allow_pickle=` keyword argument or `pickle.load()`.
data\official\train\__MACOSX\train\GT\._001298.npy,ERROR,ERROR,-1,0.0,0.0,0.0,0.0,This file contains pickled (object) data. If you trust the file you can load it unsafely using the `allow_pickle=` keyword argument or `pickle.load()`.
data\official\train\__MACOSX\train\GT\._001299.npy,ERROR,ERROR,-1,0.0,0.0,0.0,0.0,This file contains pickled (object) data. If you trust the file you can load it unsafely using the `allow_pickle=` keyword argument or `pickle.load()`.
data\official\train\__MACOSX\train\GT\._001300.npy,ERROR,ERROR,-1,0.0,0.0,0.0,0.0,This file contains pickled (object) data. If you trust the file you can load it unsafely using the `allow_pickle=` keyword argument or `pickle.load()`.
data\official\train\__MACOSX\train\GT\._001301.npy,ERROR,ERROR,-1,0.0,0.0,0.0,0.0,This file contains pickled (object) data. If you trust the file you can load it unsafely using the `allow_pickle=` keyword argument or `pickle.load()`.
data\official\train\__MACOSX\train\GT\._001302.npy,ERROR,ERROR,-1,0.0,0.0,0.0,0.0,This file contains pickled (object) data. If you trust the file you can load it unsafely using the `allow_pickle=` keyword argument or `pickle.load()`.
data\official\train\__MACOSX\train\GT\._001303.npy,ERROR,ERROR,-1,0.0,0.0,0.0,0.0,This file contains pickled (object) data. If you trust the file you can load it unsafely using the `allow_pickle=` keyword argument or `pickle.load()`.
data\official\train\__MACOSX\train\GT\._001304.npy,ERROR,ERROR,-1,0.0,0.0,0.0,0.0,This file contains pickled (object) data. If you trust the file you can load it unsafely using the `allow_pickle=` keyword argument or `pickle.load()`.
data\official\train\__MACOSX\train\GT\._001305.npy,ERROR,ERROR,-1,0.0,0.0,0.0,0.0,This file contains pickled (object) data. If you trust the file you can load it unsafely using the `allow_pickle=` keyword argument or `pickle.load()`.
data\official\train\__MACOSX\train\GT\._001306.npy,ERROR,ERROR,-1,0.0,0.0,0.0,0.0,This file contains pickled (object) data. If you trust the file you can load it unsafely using the `allow_pickle=` keyword argument or `pickle.load()`.
data\official\train\__MACOSX\train\GT\._001307.npy,ERROR,ERROR,-1,0.0,0.0,0.0,0.0,This file contains pickled (object) data. If you trust the file you can load it unsafely using the `allow_pickle=` keyword argument or `pickle.load()`.
data\official\train\__MACOSX\train\GT\._001308.npy,ERROR,ERROR,-1,0.0,0.0,0.0,0.0,This file contains pickled (object) data. If you trust the file you can load it unsafely using the `allow_pickle=` keyword argument or `pickle.load()`.
data\official\train\__MACOSX\train\GT\._001309.npy,ERROR,ERROR,-1,0.0,0.0,0.0,0.0,This file contains pickled (object) data. If you trust the file you can load it unsafely using the `allow_pickle=` keyword argument or `pickle.load()`.
data\official\train\__MACOSX\train\GT\._001310.npy,ERROR,ERROR,-1,0.0,0.0,0.0,0.0,This file contains pickled (object) data. If you trust the file you can load it unsafely using the `allow_pickle=` keyword argument or `pickle.load()`.
data\official\train\__MACOSX\train\GT\._001311.npy,ERROR,ERROR,-1,0.0,0.0,0.0,0.0,This file contains pickled (object) data. If you trust the file you can load it unsafely using the `allow_pickle=` keyword argument or `pickle.load()`.
data\official\train\__MACOSX\train\GT\._001312.npy,ERROR,ERROR,-1,0.0,0.0,0.0,0.0,This file contains pickled (object) data. If you trust the file you can load it unsafely using the `allow_pickle=` keyword argument or `pickle.load()`.
data\official\train\__MACOSX\train\GT\._001313.npy,ERROR,ERROR,-1,0.0,0.0,0.0,0.0,This file contains pickled (object) data. If you trust the file you can load it unsafely using the `allow_pickle=` keyword argument or `pickle.load()`.
data\official\train\__MACOSX\train\GT\._001314.npy,ERROR,ERROR,-1,0.0,0.0,0.0,0.0,This file contains pickled (object) data. If you trust the file you can load it unsafely using the `allow_pickle=` keyword argument or `pickle.load()`.
data\official\train\__MACOSX\train\GT\._001315.npy,ERROR,ERROR,-1,0.0,0.0,0.0,0.0,This file contains pickled (object) data. If you trust the file you can load it unsafely using the `allow_pickle=` keyword argument or `pickle.load()`.
data\official\train\__MACOSX\train\GT\._001316.npy,ERROR,ERROR,-1,0.0,0.0,0.0,0.0,This file contains pickled (object) data. If you trust the file you can load it unsafely using the `allow_pickle=` keyword argument or `pickle.load()`.
data\official\train\__MACOSX\train\GT\._001317.npy,ERROR,ERROR,-1,0.0,0.0,0.0,0.0,This file contains pickled (object) data. If you trust the file you can load it unsafely using the `allow_pickle=` keyword argument or `pickle.load()`.
data\official\train\__MACOSX\train\GT\._001318.npy,ERROR,ERROR,-1,0.0,0.0,0.0,0.0,This file contains pickled (object) data. If you trust the file you can load it unsafely using the `allow_pickle=` keyword argument or `pickle.load()`.
data\official\train\__MACOSX\train\GT\._001319.npy,ERROR,ERROR,-1,0.0,0.0,0.0,0.0,This file contains pickled (object) data. If you trust the file you can load it unsafely using the `allow_pickle=` keyword argument or `pickle.load()`.
data\official\train\__MACOSX\train\GT\._001320.npy,ERROR,ERROR,-1,0.0,0.0,0.0,0.0,This file contains pickled (object) data. If you trust the file you can load it unsafely using the `allow_pickle=` keyword argument or `pickle.load()`.
data\official\train\__MACOSX\train\GT\._001321.npy,ERROR,ERROR,-1,0.0,0.0,0.0,0.0,This file contains pickled (object) data. If you trust the file you can load it unsafely using the `allow_pickle=` keyword argument or `pickle.load()`.
data\official\train\__MACOSX\train\GT\._001322.npy,ERROR,ERROR,-1,0.0,0.0,0.0,0.0,This file contains pickled (object) data. If you trust the file you can load it unsafely using the `allow_pickle=` keyword argument or `pickle.load()`.
data\official\train\__MACOSX\train\GT\._001323.npy,ERROR,ERROR,-1,0.0,0.0,0.0,0.0,This file contains pickled (object) data. If you trust the file you can load it unsafely using the `allow_pickle=` keyword argument or `pickle.load()`.
data\official\train\__MACOSX\train\GT\._001324.npy,ERROR,ERROR,-1,0.0,0.0,0.0,0.0,This file contains pickled (object) data. If you trust the file you can load it unsafely using the `allow_pickle=` keyword argument or `pickle.load()`.
data\official\train\__MACOSX\train\GT\._001325.npy,ERROR,ERROR,-1,0.0,0.0,0.0,0.0,This file contains pickled (object) data. If you trust the file you can load it unsafely using the `allow_pickle=` keyword argument or `pickle.load()`.
data\official\train\__MACOSX\train\GT\._001326.npy,ERROR,ERROR,-1,0.0,0.0,0.0,0.0,This file contains pickled (object) data. If you trust the file you can load it unsafely using the `allow_pickle=` keyword argument or `pickle.load()`.
data\official\train\__MACOSX\train\GT\._001327.npy,ERROR,ERROR,-1,0.0,0.0,0.0,0.0,This file contains pickled (object) data. If you trust the file you can load it unsafely using the `allow_pickle=` keyword argument or `pickle.load()`.
data\official\train\__MACOSX\train\GT\._001328.npy,ERROR,ERROR,-1,0.0,0.0,0.0,0.0,This file contains pickled (object) data. If you trust the file you can load it unsafely using the `allow_pickle=` keyword argument or `pickle.load()`.
data\official\train\__MACOSX\train\GT\._001329.npy,ERROR,ERROR,-1,0.0,0.0,0.0,0.0,This file contains pickled (object) data. If you trust the file you can load it unsafely using the `allow_pickle=` keyword argument or `pickle.load()`.
data\official\train\__MACOSX\train\GT\._001330.npy,ERROR,ERROR,-1,0.0,0.0,0.0,0.0,This file contains pickled (object) data. If you trust the file you can load it unsafely using the `allow_pickle=` keyword argument or `pickle.load()`.
data\official\train\__MACOSX\train\GT\._001331.npy,ERROR,ERROR,-1,0.0,0.0,0.0,0.0,This file contains pickled (object) data. If you trust the file you can load it unsafely using the `allow_pickle=` keyword argument or `pickle.load()`.
data\official\train\__MACOSX\train\GT\._001332.npy,ERROR,ERROR,-1,0.0,0.0,0.0,0.0,This file contains pickled (object) data. If you trust the file you can load it unsafely using the `allow_pickle=` keyword argument or `pickle.load()`.
data\official\train\__MACOSX\train\GT\._001333.npy,ERROR,ERROR,-1,0.0,0.0,0.0,0.0,This file contains pickled (object) data. If you trust the file you can load it unsafely using the `allow_pickle=` keyword argument or `pickle.load()`.
data\official\train\__MACOSX\train\GT\._001334.npy,ERROR,ERROR,-1,0.0,0.0,0.0,0.0,This file contains pickled (object) data. If you trust the file you can load it unsafely using the `allow_pickle=` keyword argument or `pickle.load()`.
data\official\train\__MACOSX\train\GT\._001335.npy,ERROR,ERROR,-1,0.0,0.0,0.0,0.0,This file contains pickled (object) data. If you trust the file you can load it unsafely using the `allow_pickle=` keyword argument or `pickle.load()`.
data\official\train\__MACOSX\train\GT\._001336.npy,ERROR,ERROR,-1,0.0,0.0,0.0,0.0,This file contains pickled (object) data. If you trust the file you can load it unsafely using the `allow_pickle=` keyword argument or `pickle.load()`.
data\official\train\__MACOSX\train\GT\._001337.npy,ERROR,ERROR,-1,0.0,0.0,0.0,0.0,This file contains pickled (object) data. If you trust the file you can load it unsafely using the `allow_pickle=` keyword argument or `pickle.load()`.
data\official\train\__MACOSX\train\GT\._001338.npy,ERROR,ERROR,-1,0.0,0.0,0.0,0.0,This file contains pickled (object) data. If you trust the file you can load it unsafely using the `allow_pickle=` keyword argument or `pickle.load()`.
data\official\train\__MACOSX\train\GT\._001339.npy,ERROR,ERROR,-1,0.0,0.0,0.0,0.0,This file contains pickled (object) data. If you trust the file you can load it unsafely using the `allow_pickle=` keyword argument or `pickle.load()`.
data\official\train\__MACOSX\train\GT\._001340.npy,ERROR,ERROR,-1,0.0,0.0,0.0,0.0,This file contains pickled (object) data. If you trust the file you can load it unsafely using the `allow_pickle=` keyword argument or `pickle.load()`.
data\official\train\__MACOSX\train\GT\._001341.npy,ERROR,ERROR,-1,0.0,0.0,0.0,0.0,This file contains pickled (object) data. If you trust the file you can load it unsafely using the `allow_pickle=` keyword argument or `pickle.load()`.
data\official\train\__MACOSX\train\GT\._001342.npy,ERROR,ERROR,-1,0.0,0.0,0.0,0.0,This file contains pickled (object) data. If you trust the file you can load it unsafely using the `allow_pickle=` keyword argument or `pickle.load()`.
data\official\train\__MACOSX\train\GT\._001343.npy,ERROR,ERROR,-1,0.0,0.0,0.0,0.0,This file contains pickled (object) data. If you trust the file you can load it unsafely using the `allow_pickle=` keyword argument or `pickle.load()`.
data\official\train\__MACOSX\train\GT\._001344.npy,ERROR,ERROR,-1,0.0,0.0,0.0,0.0,This file contains pickled (object) data. If you trust the file you can load it unsafely using the `allow_pickle=` keyword argument or `pickle.load()`.
data\official\train\__MACOSX\train\GT\._001345.npy,ERROR,ERROR,-1,0.0,0.0,0.0,0.0,This file contains pickled (object) data. If you trust the file you can load it unsafely using the `allow_pickle=` keyword argument or `pickle.load()`.
data\official\train\__MACOSX\train\GT\._001346.npy,ERROR,ERROR,-1,0.0,0.0,0.0,0.0,This file contains pickled (object) data. If you trust the file you can load it unsafely using the `allow_pickle=` keyword argument or `pickle.load()`.
data\official\train\__MACOSX\train\GT\._001347.npy,ERROR,ERROR,-1,0.0,0.0,0.0,0.0,This file contains pickled (object) data. If you trust the file you can load it unsafely using the `allow_pickle=` keyword argument or `pickle.load()`.
data\official\train\__MACOSX\train\GT\._001348.npy,ERROR,ERROR,-1,0.0,0.0,0.0,0.0,This file contains pickled (object) data. If you trust the file you can load it unsafely using the `allow_pickle=` keyword argument or `pickle.load()`.
data\official\train\__MACOSX\train\GT\._001349.npy,ERROR,ERROR,-1,0.0,0.0,0.0,0.0,This file contains pickled (object) data. If you trust the file you can load it unsafely using the `allow_pickle=` keyword argument or `pickle.load()`.
data\official\train\__MACOSX\train\GT\._001350.npy,ERROR,ERROR,-1,0.0,0.0,0.0,0.0,This file contains pickled (object) data. If you trust the file you can load it unsafely using the `allow_pickle=` keyword argument or `pickle.load()`.
data\official\train\__MACOSX\train\GT\._001351.npy,ERROR,ERROR,-1,0.0,0.0,0.0,0.0,This file contains pickled (object) data. If you trust the file you can load it unsafely using the `allow_pickle=` keyword argument or `pickle.load()`.
data\official\train\__MACOSX\train\GT\._001352.npy,ERROR,ERROR,-1,0.0,0.0,0.0,0.0,This file contains pickled (object) data. If you trust the file you can load it unsafely using the `allow_pickle=` keyword argument or `pickle.load()`.
data\official\train\__MACOSX\train\GT\._001353.npy,ERROR,ERROR,-1,0.0,0.0,0.0,0.0,This file contains pickled (object) data. If you trust the file you can load it unsafely using the `allow_pickle=` keyword argument or `pickle.load()`.
data\official\train\__MACOSX\train\GT\._001354.npy,ERROR,ERROR,-1,0.0,0.0,0.0,0.0,This file contains pickled (object) data. If you trust the file you can load it unsafely using the `allow_pickle=` keyword argument or `pickle.load()`.
data\official\train\__MACOSX\train\GT\._001355.npy,ERROR,ERROR,-1,0.0,0.0,0.0,0.0,This file contains pickled (object) data. If you trust the file you can load it unsafely using the `allow_pickle=` keyword argument or `pickle.load()`.
data\official\train\__MACOSX\train\GT\._001356.npy,ERROR,ERROR,-1,0.0,0.0,0.0,0.0,This file contains pickled (object) data. If you trust the file you can load it unsafely using the `allow_pickle=` keyword argument or `pickle.load()`.
data\official\train\__MACOSX\train\GT\._001357.npy,ERROR,ERROR,-1,0.0,0.0,0.0,0.0,This file contains pickled (object) data. If you trust the file you can load it unsafely using the `allow_pickle=` keyword argument or `pickle.load()`.
data\official\train\__MACOSX\train\GT\._001358.npy,ERROR,ERROR,-1,0.0,0.0,0.0,0.0,This file contains pickled (object) data. If you trust the file you can load it unsafely using the `allow_pickle=` keyword argument or `pickle.load()`.
data\official\train\__MACOSX\train\GT\._001359.npy,ERROR,ERROR,-1,0.0,0.0,0.0,0.0,This file contains pickled (object) data. If you trust the file you can load it unsafely using the `allow_pickle=` keyword argument or `pickle.load()`.
data\official\train\__MACOSX\train\GT\._001360.npy,ERROR,ERROR,-1,0.0,0.0,0.0,0.0,This file contains pickled (object) data. If you trust the file you can load it unsafely using the `allow_pickle=` keyword argument or `pickle.load()`.
data\official\train\__MACOSX\train\GT\._001361.npy,ERROR,ERROR,-1,0.0,0.0,0.0,0.0,This file contains pickled (object) data. If you trust the file you can load it unsafely using the `allow_pickle=` keyword argument or `pickle.load()`.
data\official\train\__MACOSX\train\GT\._001362.npy,ERROR,ERROR,-1,0.0,0.0,0.0,0.0,This file contains pickled (object) data. If you trust the file you can load it unsafely using the `allow_pickle=` keyword argument or `pickle.load()`.
data\official\train\__MACOSX\train\GT\._001363.npy,ERROR,ERROR,-1,0.0,0.0,0.0,0.0,This file contains pickled (object) data. If you trust the file you can load it unsafely using the `allow_pickle=` keyword argument or `pickle.load()`.
data\official\train\__MACOSX\train\GT\._001364.npy,ERROR,ERROR,-1,0.0,0.0,0.0,0.0,This file contains pickled (object) data. If you trust the file you can load it unsafely using the `allow_pickle=` keyword argument or `pickle.load()`.
data\official\train\__MACOSX\train\GT\._001365.npy,ERROR,ERROR,-1,0.0,0.0,0.0,0.0,This file contains pickled (object) data. If you trust the file you can load it unsafely using the `allow_pickle=` keyword argument or `pickle.load()`.
data\official\train\__MACOSX\train\GT\._001366.npy,ERROR,ERROR,-1,0.0,0.0,0.0,0.0,This file contains pickled (object) data. If you trust the file you can load it unsafely using the `allow_pickle=` keyword argument or `pickle.load()`.
data\official\train\__MACOSX\train\GT\._001367.npy,ERROR,ERROR,-1,0.0,0.0,0.0,0.0,This file contains pickled (object) data. If you trust the file you can load it unsafely using the `allow_pickle=` keyword argument or `pickle.load()`.
data\official\train\__MACOSX\train\GT\._001368.npy,ERROR,ERROR,-1,0.0,0.0,0.0,0.0,This file contains pickled (object) data. If you trust the file you can load it unsafely using the `allow_pickle=` keyword argument or `pickle.load()`.
data\official\train\__MACOSX\train\GT\._001369.npy,ERROR,ERROR,-1,0.0,0.0,0.0,0.0,This file contains pickled (object) data. If you trust the file you can load it unsafely using the `allow_pickle=` keyword argument or `pickle.load()`.
data\official\train\__MACOSX\train\GT\._001370.npy,ERROR,ERROR,-1,0.0,0.0,0.0,0.0,This file contains pickled (object) data. If you trust the file you can load it unsafely using the `allow_pickle=` keyword argument or `pickle.load()`.
data\official\train\__MACOSX\train\GT\._001371.npy,ERROR,ERROR,-1,0.0,0.0,0.0,0.0,This file contains pickled (object) data. If you trust the file you can load it unsafely using the `allow_pickle=` keyword argument or `pickle.load()`.
data\official\train\__MACOSX\train\GT\._001372.npy,ERROR,ERROR,-1,0.0,0.0,0.0,0.0,This file contains pickled (object) data. If you trust the file you can load it unsafely using the `allow_pickle=` keyword argument or `pickle.load()`.
data\official\train\__MACOSX\train\GT\._001373.npy,ERROR,ERROR,-1,0.0,0.0,0.0,0.0,This file contains pickled (object) data. If you trust the file you can load it unsafely using the `allow_pickle=` keyword argument or `pickle.load()`.
data\official\train\__MACOSX\train\GT\._001374.npy,ERROR,ERROR,-1,0.0,0.0,0.0,0.0,This file contains pickled (object) data. If you trust the file you can load it unsafely using the `allow_pickle=` keyword argument or `pickle.load()`.
data\official\train\__MACOSX\train\GT\._001375.npy,ERROR,ERROR,-1,0.0,0.0,0.0,0.0,This file contains pickled (object) data. If you trust the file you can load it unsafely using the `allow_pickle=` keyword argument or `pickle.load()`.
data\official\train\__MACOSX\train\GT\._001376.npy,ERROR,ERROR,-1,0.0,0.0,0.0,0.0,This file contains pickled (object) data. If you trust the file you can load it unsafely using the `allow_pickle=` keyword argument or `pickle.load()`.
data\official\train\__MACOSX\train\GT\._001377.npy,ERROR,ERROR,-1,0.0,0.0,0.0,0.0,This file contains pickled (object) data. If you trust the file you can load it unsafely using the `allow_pickle=` keyword argument or `pickle.load()`.
